job_role,skills,experience_level,domain,education_level,tools,required_experience_years,min_salary,max_salary,currency,job_type,industry,certifications,responsibilities,soft_skills,job_level,location,importance_score
Software Developer,"c#,python,java,typescript,react,docker,javascript,git,css",entry,software,master,git,8,560981,2953574,INR,full-time,E-commerce,oracle java,fix bugs,"adaptability,teamwork",Senior,Canada,3
Machine Learning Engineer,"tensorflow,docker,sql,pandas,scikit-learn,pytorch,deep learning,mlops,nlp,python,numpy",mid,data,master,tensorflow,5,1321022,2511058,INR,hybrid,IT Services,google ml engineer,build pipelines,"teamwork,adaptability",Mid-level,Pune,1
Machine Learning Engineer,"mlops,docker,sql,pandas,nlp,tensorflow,scikit-learn,deep learning",mid,data,master,jupyter,4,510375,2173452,INR,intern,E-commerce,google ml engineer,build pipelines,"leadership,communication",Junior,Remote,4
Data Analyst,"pandas,data visualization,tableau,powerbi,statistics,sql,python",mid,data,bachelor,tableau,0,409687,2310370,INR,hybrid,AI/ML,google data analytics,analyze data,"leadership,creativity",Architect,Chennai,3
Backend Developer,"redis,python,java,node.js,postgresql",mid,software,bachelor,vscode,5,1365741,2454925,INR,full-time,Gaming,aws practitioner,manage databases,"teamwork,leadership",Junior,Delhi,5
Data Analyst,"python,data visualization,pandas,excel,statistics",entry,data,diploma,excel,6,1326469,1798155,INR,hybrid,Gaming,google data analytics,analyze data,"teamwork,problem-solving",Lead,Hyderabad,1
Full Stack Developer,"javascript,react,api,rest,css,sql,docker,node.js,html,express",mid,software,master,figma,8,1457970,2628903,INR,intern,Cloud,full stack certificate,end-to-end development,"leadership,teamwork",Junior,USA,3
Backend Developer,"spring,django,node.js,java,mongodb,api,docker",senior,software,bachelor,vscode,10,875999,1914169,INR,remote,Cybersecurity,aws practitioner,build APIs,"teamwork,problem-solving",Lead,Chennai,5
Data Analyst,"statistics,excel,python,pandas,tableau,sql,powerbi",entry,data,diploma,tableau,8,1401410,2715987,INR,hybrid,Cloud,google data analytics,analyze data,"leadership,problem-solving",Lead,Delhi,2
Machine Learning Engineer,"scikit-learn,numpy,python,docker,mlops,pandas,nlp",senior,data,diploma,tensorflow,10,1105154,1852302,INR,contract,E-commerce,google ml engineer,train ML models,"teamwork,leadership",Senior,Remote,1
Backend Developer,"postgresql,docker,spring,python,node.js,java",senior,software,bachelor,docker,4,497253,2943565,INR,hybrid,E-commerce,aws practitioner,manage databases,"teamwork,creativity",Mid-level,Chennai,2
Machine Learning Engineer,"pandas,pytorch,sql,numpy,python",mid,data,diploma,pytorch,7,617191,1942981,INR,contract,AI/ML,google ml engineer,build pipelines,"adaptability,problem-solving",Lead,Chennai,1
Cloud Engineer,"kubernetes,linux,ci/cd,docker,azure,aws",mid,cloud,bachelor,terraform,0,706806,1686566,INR,hybrid,E-commerce,aws cloud practitioner,deploy cloud infra,"teamwork,communication",Junior,Hyderabad,1
Full Stack Developer,"css,react,docker,api,mongodb,html",entry,software,master,figma,5,1012792,2680961,INR,contract,Cloud,full stack certificate,deployment,"teamwork,problem-solving",Mid-level,Pune,2
Cybersecurity Analyst,"cryptography,vulnerability assessment,linux,firewall,python",senior,security,master,wireshark,10,1474648,2451952,INR,full-time,Cloud,ceh,security audits,"creativity,adaptability",Lead,Remote,3
Backend Developer,"node.js,sql,rest,express,mongodb,django,postgresql,redis,spring,api,java,docker",entry,software,bachelor,vscode,10,593296,1560959,INR,intern,E-commerce,aws practitioner,build APIs,"communication,leadership",Mid-level,Bangalore,5
DevOps Engineer,"ci/cd,jenkins,aws,kubernetes,docker",mid,devops,diploma,jenkins,5,359153,2975247,INR,on-site,Cybersecurity,docker certified,manage CI/CD,"teamwork,adaptability",Lead,Canada,3
Data Scientist,"nlp,python,scikit-learn,numpy,pandas",entry,data,bachelor,python,0,929575,2894236,INR,intern,Gaming,ibm data science,analyze datasets,"leadership,problem-solving",Senior,Delhi,4
Cybersecurity Analyst,"linux,python,vulnerability assessment,firewall,network security",senior,security,master,metasploit,2,1478551,2954501,INR,hybrid,Cybersecurity,ceh,threat monitoring,"leadership,creativity",Lead,Mumbai,3
Machine Learning Engineer,"sql,pytorch,python,nlp,tensorflow,pandas",entry,data,master,jupyter,6,489019,2432588,INR,remote,Healthcare,google ml engineer,train ML models,"leadership,teamwork",Mid-level,Pune,4
Backend Developer,"node.js,redis,docker,django,java,mongodb,python,postgresql,spring,express",senior,software,master,postman,5,1097957,1638448,INR,on-site,IT Services,aws practitioner,manage databases,"adaptability,teamwork",Mid-level,USA,1
Full Stack Developer,"sql,react,api,docker,javascript,mongodb,rest",mid,software,bachelor,postman,6,751123,1605403,INR,remote,IT Services,full stack certificate,deployment,"leadership,adaptability",Lead,Chennai,1
Frontend Developer,"css,jest,tailwind,react,redux,webpack,html",mid,software,master,chrome devtools,0,360803,2945973,INR,full-time,Fintech,frontend nanodegree,optimize frontend performance,"creativity,leadership",Lead,Pune,5
Backend Developer,"docker,sql,redis,python,postgresql,spring,node.js,api,django,express,mongodb,rest",senior,software,bachelor,postman,2,492019,1853435,INR,on-site,Gaming,aws practitioner,build APIs,"creativity,problem-solving",Mid-level,Pune,4
Software Developer,"css,git,api,java,python,javascript,rest,react,c#,html",senior,software,bachelor,vscode,5,1353612,2963326,INR,intern,Healthcare,oracle java,write clean code,"problem-solving,adaptability",Lead,USA,5
Software Developer,"python,c#,javascript,rest,java,react,git",entry,software,bachelor,git,0,1365192,2824097,INR,hybrid,AI/ML,aws developer,develop software features,"leadership,creativity",Junior,Canada,1
Frontend Developer,"jest,sass,react,html,javascript,redux,typescript,css,tailwind,webpack",mid,software,bachelor,chrome devtools,6,324232,2738625,INR,on-site,Cybersecurity,frontend nanodegree,optimize frontend performance,"problem-solving,adaptability",Mid-level,USA,3
Data Analyst,"excel,statistics,tableau,data visualization,sql,powerbi,pandas,python",mid,data,diploma,powerbi,9,558135,1811854,INR,remote,AI/ML,google data analytics,create dashboards,"leadership,problem-solving",Architect,Remote,5
Frontend Developer,"sass,jest,tailwind,html,css",mid,software,master,chrome devtools,7,614275,2573188,INR,hybrid,AI/ML,frontend nanodegree,build UI,"problem-solving,creativity",Lead,Pune,3
Full Stack Developer,"javascript,css,rest,sql,node.js,api,express,mongodb,git,html,docker",senior,software,diploma,postman,0,532532,1821265,INR,contract,Gaming,full stack certificate,deployment,"leadership,teamwork",Architect,Pune,4
Cybersecurity Analyst,"linux,network security,vulnerability assessment,python,incident response,firewall,cryptography",mid,security,master,metasploit,10,988749,1915522,INR,hybrid,IT Services,ceh,threat monitoring,"problem-solving,communication",Senior,USA,4
Full Stack Developer,"sql,docker,react,css,rest,git,javascript,html,node.js,mongodb,express,api",entry,software,master,postman,0,453502,2839800,INR,on-site,AI/ML,full stack certificate,deployment,"teamwork,adaptability",Lead,Pune,4
Frontend Developer,"typescript,redux,react,javascript,webpack,html,tailwind,sass,jest",mid,software,diploma,chrome devtools,5,643548,2648711,INR,contract,Cloud,frontend nanodegree,optimize frontend performance,"communication,adaptability",Junior,Pune,4
DevOps Engineer,"aws,docker,jenkins,terraform,monitoring,ci/cd,kubernetes",mid,devops,master,jenkins,4,749099,1542001,INR,intern,Cloud,docker certified,infra automation,"adaptability,leadership",Architect,USA,1
Frontend Developer,"jest,redux,typescript,webpack,javascript",entry,software,diploma,chrome devtools,1,1115979,2231834,INR,contract,Gaming,frontend nanodegree,build UI,"problem-solving,teamwork",Lead,Chennai,4
Cloud Engineer,"terraform,docker,monitoring,kubernetes,ci/cd,linux,aws,azure",mid,cloud,bachelor,cloudwatch,4,1378965,2207474,INR,contract,Healthcare,aws cloud practitioner,automation,"problem-solving,adaptability",Lead,Canada,4
Full Stack Developer,"rest,sql,api,html,react",entry,software,bachelor,postman,6,1077770,1833979,INR,contract,AI/ML,full stack certificate,deployment,"leadership,problem-solving",Lead,Delhi,2
Machine Learning Engineer,"tensorflow,pandas,python,scikit-learn,docker,nlp,deep learning,pytorch,sql,mlops,numpy",mid,data,diploma,pytorch,3,1049414,1672148,INR,hybrid,Cloud,google ml engineer,build pipelines,"teamwork,adaptability",Lead,USA,3
Frontend Developer,"typescript,css,sass,html,jest,tailwind,redux",entry,software,diploma,vscode,10,325212,1716235,INR,remote,Cybersecurity,frontend nanodegree,optimize frontend performance,"communication,teamwork",Lead,Hyderabad,4
Full Stack Developer,"sql,javascript,react,express,git,mongodb,docker,rest,api",senior,software,diploma,vscode,3,1291587,2316049,INR,on-site,Gaming,full stack certificate,end-to-end development,"leadership,communication",Junior,Canada,5
Data Analyst,"powerbi,python,data visualization,sql,pandas",senior,data,diploma,tableau,5,846865,1928362,INR,on-site,Cybersecurity,google data analytics,analyze data,"creativity,adaptability",Lead,Chennai,3
Software Developer,"api,node.js,javascript,sql,git,python,html,docker,rest",senior,software,master,git,7,562121,1606856,INR,on-site,IT Services,oracle java,develop software features,"teamwork,problem-solving",Senior,Mumbai,4
Data Scientist,"pandas,scikit-learn,numpy,python,nlp,statistics,data analysis",mid,data,bachelor,jupyter,8,438905,2308642,INR,contract,E-commerce,ibm data science,analyze datasets,"leadership,adaptability",Architect,Mumbai,5
Machine Learning Engineer,"docker,pytorch,deep learning,pandas,sql,nlp,python",senior,data,bachelor,pytorch,1,749751,2566073,INR,remote,Cybersecurity,google ml engineer,train ML models,"teamwork,leadership",Lead,Bangalore,1
Backend Developer,"postgresql,java,docker,mongodb,redis,django,sql,spring,rest,python,api",entry,software,diploma,vscode,2,425905,1951867,INR,contract,AI/ML,aws practitioner,manage databases,"communication,leadership",Senior,Mumbai,3
Machine Learning Engineer,"deep learning,mlops,numpy,docker,pytorch,tensorflow,nlp,scikit-learn,sql,python",mid,data,master,pytorch,9,1092299,2793816,INR,on-site,Cybersecurity,google ml engineer,build pipelines,"communication,leadership",Junior,Bangalore,5
DevOps Engineer,"kubernetes,monitoring,terraform,docker,linux,ci/cd",senior,devops,diploma,kubernetes,2,1480451,2612668,INR,hybrid,IT Services,docker certified,manage CI/CD,"creativity,problem-solving",Architect,Chennai,3
Full Stack Developer,"css,express,mongodb,api,javascript,html,git,docker,node.js,sql",mid,software,master,postman,1,530497,2831669,INR,hybrid,Cybersecurity,full stack certificate,deployment,"adaptability,teamwork",Mid-level,Delhi,2
Frontend Developer,"typescript,html,jest,javascript,css,react,tailwind,sass,redux",mid,software,bachelor,chrome devtools,10,768386,1560934,INR,intern,E-commerce,frontend nanodegree,optimize frontend performance,"communication,leadership",Junior,Remote,5
Full Stack Developer,"docker,express,react,css,node.js,html,sql",mid,software,bachelor,vscode,5,1039666,2659503,INR,full-time,IT Services,full stack certificate,deployment,"creativity,communication",Architect,Pune,2
Machine Learning Engineer,"tensorflow,numpy,python,sql,pytorch,deep learning,scikit-learn,pandas,mlops,nlp,docker",senior,data,diploma,tensorflow,1,424774,2803137,INR,remote,Gaming,google ml engineer,train ML models,"problem-solving,teamwork",Mid-level,Mumbai,5
Frontend Developer,"tailwind,sass,jest,redux,react,css",mid,software,master,vscode,5,773413,1889632,INR,remote,IT Services,frontend nanodegree,build UI,"leadership,adaptability",Architect,Mumbai,4
Frontend Developer,"webpack,typescript,redux,javascript,html,css,tailwind,jest,sass,react",entry,software,diploma,figma,4,564868,2229020,INR,contract,AI/ML,frontend nanodegree,build UI,"leadership,communication",Architect,Chennai,4
Full Stack Developer,"api,mongodb,html,express,docker,node.js,sql,react,javascript",entry,software,bachelor,vscode,0,917042,2328581,INR,full-time,Fintech,full stack certificate,deployment,"leadership,problem-solving",Junior,Pune,1
Frontend Developer,"javascript,webpack,tailwind,redux,css",entry,software,master,figma,7,459415,1648893,INR,intern,Fintech,frontend nanodegree,optimize frontend performance,"leadership,adaptability",Lead,Pune,2
Data Analyst,"excel,statistics,powerbi,tableau,data visualization,python",mid,data,master,powerbi,1,1218437,2071115,INR,full-time,Healthcare,google data analytics,create dashboards,"teamwork,creativity",Senior,USA,4
Full Stack Developer,"git,express,node.js,mongodb,docker,css,sql,react,api,html",mid,software,master,postman,1,1217653,1766912,INR,remote,Cybersecurity,full stack certificate,end-to-end development,"problem-solving,creativity",Senior,Delhi,3
Full Stack Developer,"sql,mongodb,html,git,rest,css,express,docker,javascript",mid,software,bachelor,vscode,9,1295176,2054605,INR,full-time,Cybersecurity,full stack certificate,end-to-end development,"teamwork,creativity",Architect,Mumbai,1
Data Analyst,"statistics,data visualization,tableau,pandas,sql,powerbi",senior,data,master,tableau,8,1496299,2474661,INR,full-time,Fintech,google data analytics,create dashboards,"communication,adaptability",Mid-level,Hyderabad,2
Full Stack Developer,"sql,api,rest,html,git,docker,css",mid,software,master,postman,3,1412645,1514644,INR,on-site,Gaming,full stack certificate,end-to-end development,"teamwork,leadership",Junior,Bangalore,1
Frontend Developer,"sass,typescript,jest,tailwind,webpack,react,html,redux",entry,software,bachelor,vscode,1,344359,1764500,INR,intern,Cybersecurity,frontend nanodegree,build UI,"creativity,leadership",Junior,Delhi,4
Cybersecurity Analyst,"vulnerability assessment,incident response,cryptography,firewall,python,linux",mid,security,master,wireshark,7,851669,1682166,INR,intern,Gaming,ceh,security audits,"creativity,communication",Junior,Pune,1
Software Developer,"python,node.js,sql,typescript,javascript,rest,react,c#,git,css",senior,software,diploma,git,10,588540,2843377,INR,intern,Fintech,aws developer,develop software features,"leadership,communication",Senior,Remote,1
Full Stack Developer,"javascript,docker,css,mongodb,sql",mid,software,master,postman,4,449389,2357289,INR,full-time,Fintech,full stack certificate,end-to-end development,"leadership,problem-solving",Mid-level,Remote,3
Cloud Engineer,"aws,linux,monitoring,terraform,docker,ci/cd,gcp",senior,cloud,master,cloudwatch,10,438157,2693701,INR,contract,Cybersecurity,aws cloud practitioner,automation,"communication,problem-solving",Lead,Delhi,4
Full Stack Developer,"css,node.js,rest,git,sql,mongodb,javascript",senior,software,bachelor,vscode,2,1433238,2398719,INR,remote,Fintech,full stack certificate,end-to-end development,"communication,creativity",Junior,USA,2
Frontend Developer,"react,sass,webpack,jest,html,tailwind,javascript,redux",entry,software,bachelor,vscode,2,1266244,2040947,INR,remote,Gaming,frontend nanodegree,build UI,"problem-solving,creativity",Junior,USA,1
Data Scientist,"statistics,numpy,python,data analysis,nlp,seaborn,scikit-learn",mid,data,bachelor,tableau,4,427154,2167599,INR,remote,Cloud,ibm data science,build predictive models,"adaptability,creativity",Junior,Remote,2
Data Analyst,"excel,powerbi,python,data visualization,tableau,sql",mid,data,diploma,powerbi,0,1035088,2816404,INR,full-time,Cloud,google data analytics,analyze data,"creativity,problem-solving",Architect,Canada,2
Cybersecurity Analyst,"network security,incident response,python,cryptography,firewall",entry,security,bachelor,wireshark,3,1204814,2968895,INR,intern,Fintech,ceh,threat monitoring,"teamwork,adaptability",Senior,Canada,1
Data Scientist,"python,data analysis,numpy,seaborn,pandas",senior,data,bachelor,python,2,1200253,1862635,INR,intern,IT Services,ibm data science,analyze datasets,"adaptability,problem-solving",Lead,Bangalore,4
Frontend Developer,"react,tailwind,javascript,jest,html,typescript,css",mid,software,diploma,vscode,10,1142433,2385956,INR,full-time,Gaming,frontend nanodegree,optimize frontend performance,"leadership,communication",Junior,USA,5
Machine Learning Engineer,"docker,scikit-learn,pytorch,numpy,nlp,python",senior,data,master,jupyter,7,1225173,2283218,INR,intern,Cloud,google ml engineer,build pipelines,"leadership,adaptability",Architect,Bangalore,2
Full Stack Developer,"javascript,git,html,css,express",entry,software,master,figma,8,1440290,2374761,INR,remote,Healthcare,full stack certificate,end-to-end development,"creativity,adaptability",Senior,Bangalore,5
Frontend Developer,"javascript,jest,tailwind,html,webpack",mid,software,bachelor,figma,4,1205632,1637972,INR,full-time,IT Services,frontend nanodegree,optimize frontend performance,"teamwork,communication",Lead,Remote,1
Frontend Developer,"redux,tailwind,html,sass,javascript",senior,software,master,chrome devtools,5,1103371,2619526,INR,contract,Fintech,frontend nanodegree,build UI,"adaptability,teamwork",Lead,Chennai,4
Machine Learning Engineer,"python,pytorch,pandas,tensorflow,numpy",senior,data,master,pytorch,8,320278,1734616,INR,full-time,Healthcare,google ml engineer,build pipelines,"leadership,adaptability",Architect,Canada,2
DevOps Engineer,"kubernetes,linux,jenkins,ci/cd,docker,aws,monitoring,terraform",entry,devops,master,docker,8,1456812,2064029,INR,full-time,E-commerce,docker certified,manage CI/CD,"creativity,problem-solving",Lead,Mumbai,1
Data Analyst,"excel,statistics,data visualization,pandas,python",mid,data,diploma,powerbi,6,812857,1596878,INR,hybrid,E-commerce,google data analytics,create dashboards,"leadership,problem-solving",Senior,Pune,1
Software Developer,"html,git,java,css,api,c#,node.js,rest",senior,software,master,git,0,847397,2384446,INR,intern,Healthcare,aws developer,write clean code,"problem-solving,leadership",Architect,Hyderabad,4
Backend Developer,"java,node.js,spring,express,django,python,rest,postgresql,docker,mongodb,redis,api",mid,software,bachelor,docker,0,752083,2413388,INR,on-site,Healthcare,aws practitioner,build APIs,"communication,problem-solving",Senior,Remote,2
Cybersecurity Analyst,"cryptography,incident response,firewall,python,network security",entry,security,diploma,metasploit,7,550609,2195814,INR,full-time,Fintech,ceh,security audits,"teamwork,creativity",Lead,Remote,4
Cloud Engineer,"terraform,aws,azure,gcp,docker",entry,cloud,diploma,jenkins,6,1302965,1644206,INR,remote,E-commerce,aws cloud practitioner,deploy cloud infra,"teamwork,communication",Senior,Remote,4
DevOps Engineer,"kubernetes,aws,linux,docker,terraform,jenkins",senior,devops,master,jenkins,4,973338,1559723,INR,full-time,Cybersecurity,docker certified,infra automation,"problem-solving,leadership",Junior,Chennai,4
Software Developer,"python,docker,api,c#,html,sql,javascript",senior,software,bachelor,postman,0,547204,1928162,INR,contract,Gaming,aws developer,develop software features,"leadership,teamwork",Junior,Chennai,4
Software Developer,"git,python,java,css,node.js,docker",mid,software,master,git,3,1046190,2659804,INR,remote,Cloud,oracle java,write clean code,"communication,problem-solving",Architect,Remote,1
Software Developer,"c#,git,rest,css,sql,react",mid,software,bachelor,postman,4,464960,2660345,INR,full-time,Cybersecurity,oracle java,develop software features,"adaptability,teamwork",Lead,Delhi,3
Frontend Developer,"typescript,javascript,jest,react,css,webpack,redux,sass,html,tailwind",entry,software,diploma,figma,2,1430871,2206028,INR,intern,Cloud,frontend nanodegree,build UI,"communication,problem-solving",Junior,Delhi,1
DevOps Engineer,"aws,linux,terraform,jenkins,ci/cd,kubernetes,monitoring",senior,devops,bachelor,jenkins,5,432837,2880532,INR,hybrid,Cloud,docker certified,infra automation,"adaptability,problem-solving",Architect,Chennai,5
Data Scientist,"nlp,python,seaborn,pandas,sql,statistics,matplotlib,numpy",entry,data,diploma,python,2,447960,2946581,INR,intern,Gaming,ibm data science,build predictive models,"teamwork,creativity",Architect,USA,4
Frontend Developer,"webpack,sass,tailwind,typescript,html,css,javascript,react,redux",entry,software,bachelor,chrome devtools,5,1266879,2953919,INR,intern,Cybersecurity,frontend nanodegree,build UI,"teamwork,adaptability",Senior,Delhi,4
Data Scientist,"data analysis,scikit-learn,seaborn,matplotlib,nlp,sql",entry,data,master,python,1,1393238,2165902,INR,intern,IT Services,ibm data science,analyze datasets,"communication,problem-solving",Mid-level,Remote,2
Backend Developer,"rest,node.js,api,spring,redis,docker,sql,java,postgresql",senior,software,master,postman,2,894872,2468783,INR,intern,Cybersecurity,aws practitioner,build APIs,"creativity,adaptability",Lead,Delhi,3
Machine Learning Engineer,"python,nlp,tensorflow,numpy,scikit-learn,pytorch,mlops,pandas,docker",entry,data,master,pytorch,9,526518,2187086,INR,hybrid,Cybersecurity,google ml engineer,build pipelines,"problem-solving,creativity",Senior,Bangalore,4
Frontend Developer,"javascript,react,css,html,typescript,webpack,jest",senior,software,diploma,chrome devtools,8,993239,2557481,INR,intern,Gaming,frontend nanodegree,optimize frontend performance,"teamwork,leadership",Mid-level,Pune,5
Software Developer,"react,rest,javascript,api,html,java,sql",senior,software,master,git,3,865915,2970215,INR,remote,IT Services,oracle java,develop software features,"creativity,communication",Lead,Hyderabad,2
Backend Developer,"node.js,mongodb,express,postgresql,redis,sql,api,docker,python,rest",senior,software,diploma,docker,8,851129,1640840,INR,intern,E-commerce,aws practitioner,manage databases,"communication,leadership",Mid-level,Hyderabad,2
Cloud Engineer,"monitoring,terraform,docker,gcp,azure,aws,kubernetes",mid,cloud,bachelor,cloudwatch,7,1410299,2249591,INR,hybrid,E-commerce,aws cloud practitioner,deploy cloud infra,"teamwork,communication",Mid-level,Pune,3
Software Developer,"react,node.js,css,git,sql,api,typescript,python,c#,docker,rest,java",mid,software,bachelor,git,4,459149,2253072,INR,full-time,Gaming,oracle java,fix bugs,"communication,teamwork",Mid-level,Hyderabad,1
Full Stack Developer,"sql,react,css,express,api,javascript",senior,software,master,postman,1,361293,2013473,INR,full-time,AI/ML,full stack certificate,deployment,"adaptability,teamwork",Mid-level,Remote,1
Machine Learning Engineer,"docker,mlops,numpy,pandas,nlp,python,tensorflow,deep learning,scikit-learn,sql,pytorch",senior,data,master,tensorflow,1,1002766,1537012,INR,hybrid,AI/ML,google ml engineer,train ML models,"teamwork,problem-solving",Architect,Bangalore,2
DevOps Engineer,"terraform,monitoring,aws,jenkins,linux",entry,devops,bachelor,kubernetes,3,892696,2994007,INR,full-time,Cybersecurity,docker certified,manage CI/CD,"communication,problem-solving",Junior,Delhi,4
Cloud Engineer,"kubernetes,docker,azure,linux,gcp,ci/cd,aws,monitoring",senior,cloud,diploma,cloudwatch,9,906298,2722354,INR,hybrid,Fintech,aws cloud practitioner,deploy cloud infra,"creativity,adaptability",Junior,Mumbai,2
DevOps Engineer,"aws,jenkins,terraform,kubernetes,linux,docker,monitoring,ci/cd",mid,devops,bachelor,docker,7,817127,1968363,INR,on-site,IT Services,docker certified,infra automation,"creativity,teamwork",Architect,USA,5
Software Developer,"typescript,rest,python,api,css",mid,software,diploma,git,9,941969,1850266,INR,full-time,IT Services,aws developer,fix bugs,"teamwork,communication",Lead,Canada,5
Cloud Engineer,"gcp,aws,terraform,azure,monitoring",entry,cloud,diploma,terraform,4,1349831,2686202,INR,remote,Gaming,aws cloud practitioner,deploy cloud infra,"communication,leadership",Mid-level,Delhi,3
Machine Learning Engineer,"pytorch,deep learning,nlp,sql,scikit-learn,pandas,numpy,python,docker,mlops,tensorflow",mid,data,master,jupyter,5,1152518,1753203,INR,hybrid,Cybersecurity,google ml engineer,build pipelines,"communication,teamwork",Senior,USA,3
Frontend Developer,"tailwind,html,typescript,redux,sass,jest,react",entry,software,master,vscode,9,1446272,2885569,INR,contract,Gaming,frontend nanodegree,build UI,"communication,leadership",Junior,Delhi,3
Cybersecurity Analyst,"linux,firewall,network security,python,vulnerability assessment,incident response,cryptography",entry,security,diploma,nessus,4,321468,1820017,INR,on-site,Cloud,ceh,security audits,"creativity,teamwork",Senior,Remote,4
Data Scientist,"statistics,seaborn,sql,scikit-learn,nlp,pandas,numpy,python",entry,data,diploma,jupyter,9,859651,2770044,INR,hybrid,E-commerce,ibm data science,analyze datasets,"teamwork,creativity",Junior,Delhi,1
Data Analyst,"tableau,data visualization,sql,powerbi,pandas,excel",senior,data,master,powerbi,7,844382,2335527,INR,on-site,AI/ML,google data analytics,analyze data,"creativity,leadership",Lead,Delhi,1
Data Scientist,"matplotlib,pandas,data analysis,sql,statistics,python,numpy,nlp",entry,data,diploma,tableau,2,470968,1804767,INR,on-site,Cloud,ibm data science,build predictive models,"adaptability,leadership",Architect,Remote,5
Cybersecurity Analyst,"incident response,cryptography,network security,firewall,linux",entry,security,diploma,wireshark,3,418371,1793885,INR,hybrid,Gaming,ceh,security audits,"leadership,creativity",Architect,Delhi,2
Full Stack Developer,"html,express,rest,sql,javascript,node.js,docker,react",entry,software,diploma,figma,5,665989,2576644,INR,remote,E-commerce,full stack certificate,deployment,"creativity,adaptability",Mid-level,Pune,5
Machine Learning Engineer,"python,scikit-learn,sql,deep learning,pytorch",senior,data,bachelor,tensorflow,8,579998,2836338,INR,remote,Fintech,google ml engineer,build pipelines,"leadership,communication",Mid-level,Pune,3
Machine Learning Engineer,"pytorch,nlp,mlops,sql,deep learning,tensorflow",mid,data,diploma,pytorch,10,604192,2755758,INR,contract,Healthcare,google ml engineer,train ML models,"teamwork,communication",Lead,Hyderabad,4
Backend Developer,"redis,java,django,docker,sql,mongodb,rest,spring,express,node.js,api",entry,software,bachelor,postman,5,548855,2057202,INR,intern,Cloud,aws practitioner,manage databases,"leadership,problem-solving",Junior,Mumbai,5
Data Analyst,"pandas,statistics,data visualization,sql,python",senior,data,bachelor,excel,9,464162,1694688,INR,full-time,Cybersecurity,google data analytics,create dashboards,"problem-solving,creativity",Junior,Chennai,4
Cybersecurity Analyst,"network security,python,vulnerability assessment,cryptography,linux",senior,security,master,metasploit,6,1189802,2573067,INR,hybrid,Cybersecurity,ceh,threat monitoring,"problem-solving,communication",Junior,Pune,3
Data Analyst,"excel,powerbi,python,data visualization,sql,statistics",mid,data,bachelor,excel,6,1083254,1786061,INR,remote,E-commerce,google data analytics,analyze data,"teamwork,adaptability",Mid-level,Delhi,2
Data Scientist,"numpy,pandas,python,scikit-learn,statistics,data analysis,matplotlib,sql,nlp",entry,data,diploma,jupyter,6,1128940,1547159,INR,intern,Healthcare,ibm data science,build predictive models,"communication,leadership",Architect,Mumbai,1
Software Developer,"node.js,react,java,javascript,sql,css,rest,python",entry,software,master,vscode,10,479112,1871869,INR,full-time,Healthcare,oracle java,fix bugs,"problem-solving,teamwork",Junior,USA,3
Data Analyst,"data visualization,excel,statistics,powerbi,python,sql,pandas,tableau",senior,data,diploma,tableau,10,870142,2097010,INR,on-site,Gaming,google data analytics,create dashboards,"creativity,teamwork",Junior,Chennai,2
Software Developer,"javascript,typescript,docker,java,html,node.js,api,git,sql,rest,python,c#",mid,software,bachelor,postman,8,1233399,1715183,INR,full-time,IT Services,aws developer,fix bugs,"leadership,teamwork",Architect,Bangalore,3
Cybersecurity Analyst,"vulnerability assessment,python,incident response,linux,firewall",mid,security,bachelor,wireshark,10,1100224,1999880,INR,hybrid,AI/ML,ceh,threat monitoring,"leadership,adaptability",Junior,Delhi,4
Frontend Developer,"typescript,webpack,jest,html,react,tailwind",entry,software,master,vscode,9,1010386,2633672,INR,remote,IT Services,frontend nanodegree,build UI,"teamwork,creativity",Lead,Bangalore,1
Data Scientist,"seaborn,matplotlib,data analysis,nlp,scikit-learn,python",mid,data,diploma,tableau,2,1483958,2782334,INR,full-time,IT Services,ibm data science,build predictive models,"adaptability,teamwork",Architect,Remote,2
Data Analyst,"statistics,sql,tableau,python,excel,data visualization",mid,data,diploma,tableau,1,949641,1884866,INR,contract,AI/ML,google data analytics,analyze data,"problem-solving,leadership",Mid-level,Remote,2
Data Scientist,"sql,python,data analysis,nlp,statistics,seaborn,scikit-learn,matplotlib,numpy",mid,data,master,jupyter,6,1224902,2987077,INR,intern,Gaming,ibm data science,build predictive models,"adaptability,creativity",Mid-level,Remote,5
DevOps Engineer,"terraform,aws,monitoring,ci/cd,docker,jenkins",mid,devops,bachelor,docker,9,828381,1878074,INR,on-site,IT Services,docker certified,manage CI/CD,"teamwork,adaptability",Mid-level,Pune,3
Frontend Developer,"html,tailwind,redux,css,javascript,webpack,typescript",mid,software,master,vscode,0,753063,1668579,INR,remote,E-commerce,frontend nanodegree,build UI,"communication,creativity",Senior,Bangalore,1
Full Stack Developer,"sql,css,docker,rest,javascript,api,node.js,react,git,mongodb",entry,software,diploma,postman,2,1299409,2158238,INR,contract,E-commerce,full stack certificate,end-to-end development,"creativity,problem-solving",Mid-level,USA,2
DevOps Engineer,"ci/cd,monitoring,aws,terraform,jenkins,docker,kubernetes,linux",entry,devops,diploma,jenkins,5,1273123,2876131,INR,intern,Fintech,docker certified,infra automation,"leadership,problem-solving",Lead,Remote,2
Software Developer,"docker,sql,node.js,html,c#",mid,software,diploma,vscode,4,1097239,2236976,INR,on-site,E-commerce,aws developer,develop software features,"communication,leadership",Mid-level,Canada,5
